ticker,date,sector,category,risk_level,revenue,operating_income,net_income
AAPL,2011-09-30,Technology,High Growth,Low Risk,108249000000.0,33790000000.0,25922000000.0
AAPL,2011-12-31,Technology,Stable,Low Risk,46333000000.0,17340000000.0,13064000000.0
AAPL,2012-03-31,Technology,Stable,Low Risk,39186000000.0,15384000000.0,11622000000.0
AAPL,2012-06-30,Technology,Stable,Low Risk,35023000000.0,11573000000.0,8824000000.0
AAPL,2012-09-30,Technology,High Growth,Low Risk,156508000000.0,55241000000.0,41733000000.0
AAPL,2012-12-31,Technology,Stable,Low Risk,54512000000.0,17210000000.0,13078000000.0
AAPL,2013-03-31,Technology,Stable,Low Risk,43603000000.0,12558000000.0,9547000000.0
AAPL,2013-06-30,Technology,Stable,Low Risk,35323000000.0,9201000000.0,6900000000.0
AAPL,2013-09-30,Technology,High Growth,Medium Risk,170910000000.0,48999000000.0,37037000000.0
AAPL,2013-12-31,Technology,Stable,Medium Risk,57594000000.0,17463000000.0,13072000000.0
AAPL,2014-03-31,Technology,Stable,Medium Risk,45646000000.0,13593000000.0,10223000000.0
AAPL,2014-06-30,Technology,Stable,Medium Risk,37432000000.0,10282000000.0,7748000000.0
AAPL,2014-09-30,Technology,High Growth,Medium Risk,182795000000.0,52503000000.0,39510000000.0
AAPL,2014-12-31,Technology,Stable,Medium Risk,74599000000.0,24246000000.0,18024000000.0
AAPL,2015-03-31,Technology,Stable,Medium Risk,58010000000.0,18278000000.0,13569000000.0
AAPL,2015-06-30,Technology,Stable,Medium Risk,49605000000.0,14083000000.0,10677000000.0
AAPL,2015-09-30,Technology,High Growth,Medium Risk,233715000000.0,71230000000.0,53394000000.0
AAPL,2015-12-31,Technology,Stable,Medium Risk,75872000000.0,24171000000.0,18361000000.0
AAPL,2016-03-31,Technology,Stable,Medium Risk,50557000000.0,13987000000.0,10516000000.0
AAPL,2016-06-30,Technology,Stable,Medium Risk,42358000000.0,10105000000.0,7796000000.0
AAPL,2016-09-30,Technology,High Growth,Medium Risk,215639000000.0,60024000000.0,45687000000.0
AAPL,2016-12-31,Technology,Stable,Medium Risk,78351000000.0,23359000000.0,17891000000.0
AAPL,2017-03-31,Technology,Stable,Medium Risk,52896000000.0,14097000000.0,11029000000.0
AAPL,2017-06-30,Technology,Stable,Medium Risk,45408000000.0,10768000000.0,8717000000.0
AAPL,2017-09-30,Technology,High Growth,Medium Risk,229234000000.0,61344000000.0,48351000000.0
AAPL,2017-12-31,Technology,Stable,Medium Risk,88293000000.0,26274000000.0,20065000000.0
AAPL,2018-03-31,Technology,Stable,Medium Risk,61137000000.0,15894000000.0,13822000000.0
AAPL,2018-06-30,Technology,Stable,Medium Risk,53265000000.0,12612000000.0,11519000000.0
AAPL,2018-09-30,Technology,High Growth,High Risk,265595000000.0,70898000000.0,59531000000.0
AAPL,2018-12-31,Technology,Stable,Medium Risk,84310000000.0,23346000000.0,19965000000.0
AAPL,2019-03-31,Technology,Stable,Medium Risk,58015000000.0,13415000000.0,11561000000.0
AAPL,2019-06-30,Technology,Stable,High Risk,53809000000.0,11544000000.0,10044000000.0
AAPL,2019-09-30,Technology,High Growth,High Risk,260174000000.0,63930000000.0,55256000000.0
AAPL,2019-12-31,Technology,Stable,High Risk,91819000000.0,25569000000.0,22236000000.0
AAPL,2020-03-31,Technology,Stable,High Risk,58313000000.0,12853000000.0,11249000000.0
AAPL,2020-06-30,Technology,Moderate Growth,High Risk,59685000000.0,13091000000.0,11253000000.0
AAPL,2020-09-30,Technology,High Growth,High Risk,274515000000.0,66288000000.0,57411000000.0
AAPL,2020-12-31,Technology,Stable,High Risk,111439000000.0,33534000000.0,28755000000.0
AAPL,2021-03-31,Technology,Stable,High Risk,89584000000.0,27503000000.0,23630000000.0
AAPL,2021-06-30,Technology,Stable,High Risk,81434000000.0,24126000000.0,21744000000.0
AAPL,2021-09-30,Technology,High Growth,High Risk,365817000000.0,108949000000.0,94680000000.0
AAPL,2021-12-31,Technology,Stable,High Risk,123945000000.0,41488000000.0,34630000000.0
AAPL,2022-03-31,Technology,Stable,High Risk,97278000000.0,29979000000.0,25010000000.0
AAPL,2022-06-30,Technology,Stable,High Risk,82959000000.0,23076000000.0,19442000000.0
AAPL,2022-09-30,Technology,High Growth,High Risk,394328000000.0,119437000000.0,99803000000.0
AAPL,2022-12-31,Technology,Stable,High Risk,117154000000.0,36016000000.0,29998000000.0
AAPL,2023-03-31,Technology,Stable,High Risk,94836000000.0,28318000000.0,24160000000.0
AAPL,2023-06-30,Technology,Stable,High Risk,81797000000.0,22998000000.0,19881000000.0
AAPL,2023-09-30,Technology,High Growth,High Risk,383285000000.0,114301000000.0,96995000000.0
AAPL,2023-12-31,Technology,Stable,High Risk,119575000000.0,40373000000.0,33916000000.0
AAPL,2024-03-31,Technology,Stable,High Risk,90753000000.0,27900000000.0,23636000000.0
AAPL,2024-06-30,Technology,Stable,High Risk,85777000000.0,25352000000.0,21448000000.0
AAPL,2024-09-30,Technology,High Growth,High Risk,391035000000.0,123216000000.0,93736000000.0
AAPL,2024-12-31,Technology,Stable,High Risk,124300000000.0,42832000000.0,36330000000.0
AAPL,2025-03-31,Technology,Stable,High Risk,95359000000.0,29589000000.0,24780000000.0
AAPL,2025-06-30,Technology,Stable,High Risk,94036000000.0,28202000000.0,23434000000.0
AAPL,2025-09-30,Technology,High Growth,High Risk,416161000000.0,133050000000.0,112010000000.0
AAPL,2025-12-31,Technology,Stable,High Risk,143756000000.0,50852000000.0,42097000000.0
AMZN,2005-12-31,Unknown,Unknown,High Risk,2977000000.0,165000000.0,173000000.0
AMZN,2006-03-31,Unknown,Stable,High Risk,2279000000.0,106000000.0,51000000.0
AMZN,2006-06-30,Unknown,Stable,High Risk,2139000000.0,47000000.0,22000000.0
AMZN,2006-09-30,Unknown,Moderate Growth,High Risk,2307000000.0,40000000.0,19000000.0
AMZN,2006-12-31,Unknown,High Growth,High Risk,10711000000.0,389000000.0,190000000.0
AMZN,2007-03-31,Unknown,Stable,High Risk,3015000000.0,145000000.0,111000000.0
AMZN,2007-06-30,Unknown,Stable,High Risk,2886000000.0,116000000.0,78000000.0
AMZN,2007-09-30,Unknown,High Growth,High Risk,3262000000.0,123000000.0,80000000.0
AMZN,2007-12-31,Unknown,High Growth,High Risk,14835000000.0,655000000.0,476000000.0
AMZN,2008-03-31,Unknown,Stable,High Risk,4135000000.0,198000000.0,143000000.0
AMZN,2008-06-30,Unknown,Stable,Medium Risk,4063000000.0,217000000.0,158000000.0
AMZN,2008-09-30,Unknown,Moderate Growth,Medium Risk,4264000000.0,154000000.0,118000000.0
AMZN,2008-12-31,Unknown,High Growth,Medium Risk,19166000000.0,842000000.0,645000000.0
AMZN,2009-03-31,Unknown,Stable,Medium Risk,4889000000.0,244000000.0,177000000.0
AMZN,2009-06-30,Unknown,Stable,Medium Risk,4651000000.0,159000000.0,142000000.0
AMZN,2009-09-30,Unknown,High Growth,Medium Risk,5449000000.0,251000000.0,199000000.0
AMZN,2009-12-31,Unknown,High Growth,Medium Risk,24509000000.0,1129000000.0,902000000.0
AMZN,2010-03-31,Unknown,Stable,Medium Risk,7131000000.0,394000000.0,299000000.0
AMZN,2010-06-30,Unknown,Stable,Medium Risk,6566000000.0,270000000.0,207000000.0
AMZN,2010-09-30,Unknown,High Growth,Medium Risk,7560000000.0,268000000.0,231000000.0
AMZN,2010-12-31,Unknown,High Growth,Medium Risk,34204000000.0,1406000000.0,1152000000.0
AMZN,2011-03-31,Unknown,Stable,Medium Risk,9857000000.0,322000000.0,201000000.0
AMZN,2011-06-30,Unknown,Moderate Growth,Medium Risk,9913000000.0,201000000.0,191000000.0
AMZN,2011-09-30,Unknown,Moderate Growth,Medium Risk,10876000000.0,79000000.0,63000000.0
AMZN,2011-12-31,Unknown,High Growth,Medium Risk,48077000000.0,862000000.0,631000000.0
AMZN,2012-03-31,Unknown,Stable,Medium Risk,13185000000.0,192000000.0,130000000.0
AMZN,2012-06-30,Unknown,Stable,Medium Risk,12834000000.0,107000000.0,7000000.0
AMZN,2012-09-30,Unknown,Moderate Growth,Medium Risk,13806000000.0,-28000000.0,-274000000.0
AMZN,2012-12-31,Unknown,High Growth,High Risk,61093000000.0,676000000.0,-39000000.0
AMZN,2013-03-31,Unknown,Stable,High Risk,16070000000.0,181000000.0,82000000.0
AMZN,2013-06-30,Unknown,Stable,High Risk,15704000000.0,79000000.0,-7000000.0
AMZN,2013-09-30,Unknown,Moderate Growth,High Risk,17092000000.0,-25000000.0,-41000000.0
AMZN,2013-12-31,Unknown,High Growth,High Risk,74452000000.0,745000000.0,274000000.0
AMZN,2014-03-31,Unknown,Stable,High Risk,19741000000.0,146000000.0,108000000.0
AMZN,2014-06-30,Unknown,Stable,High Risk,19340000000.0,-15000000.0,-126000000.0
AMZN,2014-09-30,Unknown,Moderate Growth,High Risk,20579000000.0,-544000000.0,-437000000.0
AMZN,2014-12-31,Unknown,High Growth,High Risk,88988000000.0,178000000.0,-241000000.0
AMZN,2015-03-31,Unknown,Stable,High Risk,22717000000.0,255000000.0,-57000000.0
AMZN,2015-06-30,Unknown,Moderate Growth,High Risk,23185000000.0,464000000.0,92000000.0
AMZN,2015-09-30,Unknown,Moderate Growth,High Risk,25358000000.0,406000000.0,79000000.0
AMZN,2015-12-31,Unknown,High Growth,High Risk,107006000000.0,2233000000.0,596000000.0
AMZN,2016-03-31,Unknown,Stable,High Risk,29128000000.0,1071000000.0,513000000.0
AMZN,2016-06-30,Unknown,Moderate Growth,High Risk,30404000000.0,1285000000.0,857000000.0
AMZN,2016-09-30,Unknown,Moderate Growth,High Risk,32714000000.0,575000000.0,252000000.0
AMZN,2016-12-31,Unknown,High Growth,High Risk,135987000000.0,4186000000.0,2371000000.0
AMZN,2017-03-31,Unknown,Stable,High Risk,35714000000.0,1005000000.0,724000000.0
AMZN,2017-06-30,Unknown,Moderate Growth,High Risk,37955000000.0,628000000.0,197000000.0
AMZN,2017-09-30,Unknown,High Growth,High Risk,43744000000.0,347000000.0,256000000.0
AMZN,2017-12-31,Unknown,High Growth,High Risk,177866000000.0,4106000000.0,3033000000.0
AMZN,2018-03-31,Unknown,Stable,High Risk,51042000000.0,1927000000.0,1629000000.0
AMZN,2018-06-30,Unknown,Moderate Growth,High Risk,52886000000.0,2983000000.0,2534000000.0
AMZN,2018-09-30,Unknown,Moderate Growth,High Risk,56576000000.0,3724000000.0,2883000000.0
AMZN,2018-12-31,Unknown,High Growth,High Risk,232887000000.0,12421000000.0,10073000000.0
AMZN,2019-03-31,Unknown,Stable,High Risk,59700000000.0,4420000000.0,3561000000.0
AMZN,2019-06-30,Unknown,Moderate Growth,High Risk,63404000000.0,3084000000.0,2625000000.0
AMZN,2019-09-30,Unknown,High Growth,High Risk,69981000000.0,3020000000.0,2134000000.0
AMZN,2019-12-31,Unknown,High Growth,High Risk,280522000000.0,14541000000.0,11588000000.0
AMZN,2020-03-31,Unknown,Stable,High Risk,75452000000.0,3989000000.0,2535000000.0
AMZN,2020-06-30,Unknown,High Growth,High Risk,88912000000.0,5843000000.0,5243000000.0
AMZN,2020-09-30,Unknown,Moderate Growth,High Risk,96145000000.0,6194000000.0,6331000000.0
AMZN,2020-12-31,Unknown,High Growth,High Risk,386064000000.0,22899000000.0,21331000000.0
AMZN,2021-03-31,Unknown,Stable,Medium Risk,108518000000.0,8865000000.0,8107000000.0
AMZN,2021-06-30,Unknown,Moderate Growth,Medium Risk,113080000000.0,7702000000.0,7778000000.0
AMZN,2021-09-30,Unknown,Stable,Medium Risk,110812000000.0,4852000000.0,3156000000.0
AMZN,2021-12-31,Unknown,High Growth,Medium Risk,469822000000.0,24879000000.0,33364000000.0
AMZN,2022-03-31,Unknown,Stable,Medium Risk,116444000000.0,3669000000.0,-3844000000.0
AMZN,2022-06-30,Unknown,Moderate Growth,Medium Risk,121234000000.0,3317000000.0,-2028000000.0
AMZN,2022-09-30,Unknown,Moderate Growth,Medium Risk,127101000000.0,2525000000.0,2872000000.0
AMZN,2022-12-31,Unknown,High Growth,Medium Risk,513983000000.0,12248000000.0,-2722000000.0
AMZN,2023-03-31,Unknown,Stable,Medium Risk,127358000000.0,4774000000.0,3172000000.0
AMZN,2023-06-30,Unknown,Moderate Growth,Medium Risk,134383000000.0,7681000000.0,6750000000.0
AMZN,2023-09-30,Unknown,Moderate Growth,Medium Risk,143083000000.0,11188000000.0,9879000000.0
AMZN,2023-12-31,Unknown,High Growth,Medium Risk,574785000000.0,36852000000.0,30425000000.0
AMZN,2024-03-31,Unknown,Stable,Medium Risk,143313000000.0,15307000000.0,10431000000.0
AMZN,2024-06-30,Unknown,Moderate Growth,Medium Risk,147977000000.0,14769000000.0,13485000000.0
AMZN,2024-09-30,Unknown,Moderate Growth,Medium Risk,158877000000.0,17411000000.0,15328000000.0
AMZN,2024-12-31,Unknown,High Growth,Medium Risk,637959000000.0,68593000000.0,59248000000.0
AMZN,2025-03-31,Unknown,Stable,Medium Risk,155667000000.0,18405000000.0,17127000000.0
AMZN,2025-06-30,Unknown,Moderate Growth,Medium Risk,167702000000.0,19171000000.0,18164000000.0
AMZN,2025-09-30,Unknown,Moderate Growth,Medium Risk,180169000000.0,17422000000.0,21187000000.0
AMZN,2025-12-31,Unknown,High Growth,Medium Risk,716924000000.0,79975000000.0,77670000000.0
GOOGL,2005-12-31,Technology,Unknown,Low Risk,1919092000.0,569639000.0,372208000.0
GOOGL,2006-03-31,Technology,High Growth,Low Risk,2253800000.0,742699000.0,592291000.0
GOOGL,2006-06-30,Technology,Moderate Growth,Low Risk,2456000000.0,815372000.0,721077000.0
GOOGL,2006-09-30,Technology,Moderate Growth,Low Risk,2689700000.0,931331000.0,733361000.0
GOOGL,2006-12-31,Technology,High Growth,Low Risk,10604917000.0,3549996000.0,3077446000.0
GOOGL,2007-03-31,Technology,Stable,Low Risk,3664000000.0,1221209000.0,1002162000.0
GOOGL,2007-06-30,Technology,Moderate Growth,Low Risk,3872000000.0,1104615000.0,925120000.0
GOOGL,2007-09-30,Technology,Moderate Growth,Low Risk,4231400000.0,1317842000.0,1069989000.0
GOOGL,2007-12-31,Technology,High Growth,Low Risk,16593986000.0,5084400000.0,4203720000.0
GOOGL,2008-03-31,Technology,Stable,Low Risk,5186000000.0,1546235000.0,1307086000.0
GOOGL,2008-06-30,Technology,Moderate Growth,Low Risk,5367200000.0,1577965000.0,1247391000.0
GOOGL,2008-09-30,Technology,Moderate Growth,Low Risk,5541400000.0,1647565000.0,1289938000.0
GOOGL,2008-12-31,Technology,High Growth,Low Risk,21796000000.0,6632000000.0,4227000000.0
GOOGL,2009-03-31,Technology,Stable,Low Risk,5509000000.0,1884000000.0,1423000000.0
GOOGL,2009-06-30,Technology,Moderate Growth,Low Risk,5523000000.0,1874000000.0,1485000000.0
GOOGL,2009-09-30,Technology,Moderate Growth,Low Risk,5945000000.0,2074000000.0,1639000000.0
GOOGL,2009-12-31,Technology,High Growth,Low Risk,23651000000.0,8312000000.0,6520000000.0
GOOGL,2010-03-31,Technology,Stable,Low Risk,6775000000.0,2488000000.0,1955000000.0
GOOGL,2010-06-30,Technology,Moderate Growth,Low Risk,6820000000.0,2365000000.0,1840000000.0
GOOGL,2010-09-30,Technology,Moderate Growth,Low Risk,7286000000.0,2547000000.0,2167000000.0
GOOGL,2010-12-31,Technology,High Growth,Low Risk,29321000000.0,10381000000.0,8505000000.0
GOOGL,2011-03-31,Technology,Stable,Low Risk,8575000000.0,2296000000.0,1798000000.0
GOOGL,2011-06-30,Technology,Moderate Growth,Low Risk,9026000000.0,2881000000.0,2505000000.0
GOOGL,2011-09-30,Technology,Moderate Growth,Low Risk,9720000000.0,3058000000.0,2729000000.0
GOOGL,2011-12-31,Technology,High Growth,Low Risk,37905000000.0,11742000000.0,9737000000.0
GOOGL,2012-03-31,Technology,Stable,Low Risk,10645000000.0,3389000000.0,2890000000.0
GOOGL,2012-06-30,Technology,High Growth,Low Risk,11807000000.0,3237000000.0,2785000000.0
GOOGL,2012-09-30,Technology,High Growth,Low Risk,13304000000.0,2740000000.0,2176000000.0
GOOGL,2012-12-31,Technology,High Growth,Low Risk,46039000000.0,13834000000.0,10737000000.0
GOOGL,2013-03-31,Technology,Stable,Low Risk,12951000000.0,3748000000.0,3346000000.0
GOOGL,2013-06-30,Technology,Moderate Growth,Low Risk,13107000000.0,3465000000.0,3228000000.0
GOOGL,2013-09-30,Technology,Moderate Growth,Low Risk,13754000000.0,3761000000.0,2970000000.0
GOOGL,2013-12-31,Technology,High Growth,Low Risk,55519000000.0,15403000000.0,12733000000.0
GOOGL,2014-03-31,Technology,Stable,Low Risk,15420000000.0,4115000000.0,3452000000.0
GOOGL,2014-06-30,Technology,Moderate Growth,Low Risk,15955000000.0,4258000000.0,3351000000.0
GOOGL,2014-09-30,Technology,Moderate Growth,Low Risk,16523000000.0,3724000000.0,2739000000.0
GOOGL,2014-12-31,Technology,High Growth,Low Risk,66001000000.0,16496000000.0,14136000000.0
GOOGL,2015-03-31,Technology,Stable,Low Risk,17258000000.0,4447000000.0,3515000000.0
GOOGL,2015-06-30,Technology,Moderate Growth,Low Risk,17727000000.0,4825000000.0,3931000000.0
GOOGL,2015-09-30,Technology,Moderate Growth,Low Risk,18675000000.0,4708000000.0,3979000000.0
GOOGL,2015-12-31,Technology,High Growth,Low Risk,74989000000.0,19360000000.0,16348000000.0
GOOGL,2016-03-31,Technology,Stable,Low Risk,20257000000.0,5342000000.0,4207000000.0
GOOGL,2016-06-30,Technology,Moderate Growth,Low Risk,21500000000.0,5968000000.0,4877000000.0
GOOGL,2016-09-30,Technology,Moderate Growth,Low Risk,22451000000.0,5767000000.0,5061000000.0
GOOGL,2016-12-31,Technology,High Growth,Low Risk,90272000000.0,23716000000.0,19478000000.0
GOOGL,2017-03-31,Technology,Stable,Low Risk,24750000000.0,6568000000.0,5426000000.0
GOOGL,2017-06-30,Technology,Moderate Growth,Low Risk,26010000000.0,4132000000.0,3524000000.0
GOOGL,2017-09-30,Technology,Moderate Growth,Low Risk,27772000000.0,7782000000.0,6732000000.0
GOOGL,2017-12-31,Technology,High Growth,Low Risk,110855000000.0,26178000000.0,12662000000.0
GOOGL,2018-03-31,Technology,Stable,Low Risk,31146000000.0,7633000000.0,9401000000.0
GOOGL,2018-06-30,Technology,Moderate Growth,Low Risk,32657000000.0,3045000000.0,3195000000.0
GOOGL,2018-09-30,Technology,Moderate Growth,Low Risk,33740000000.0,8625000000.0,9192000000.0
GOOGL,2018-12-31,Technology,High Growth,Low Risk,136819000000.0,27524000000.0,30736000000.0
GOOGL,2019-03-31,Technology,Stable,Low Risk,36339000000.0,6608000000.0,6657000000.0
GOOGL,2019-06-30,Technology,Moderate Growth,Low Risk,38944000000.0,9180000000.0,9947000000.0
GOOGL,2019-09-30,Technology,Moderate Growth,Low Risk,40499000000.0,9177000000.0,7068000000.0
GOOGL,2019-12-31,Technology,High Growth,Low Risk,161857000000.0,34231000000.0,34343000000.0
GOOGL,2020-03-31,Technology,Stable,Low Risk,41159000000.0,7977000000.0,6836000000.0
GOOGL,2020-06-30,Technology,Stable,Low Risk,38297000000.0,6383000000.0,6959000000.0
GOOGL,2020-09-30,Technology,High Growth,Low Risk,46173000000.0,11213000000.0,11247000000.0
GOOGL,2020-12-31,Technology,High Growth,Low Risk,182527000000.0,41224000000.0,40269000000.0
GOOGL,2021-03-31,Technology,Stable,Low Risk,55314000000.0,16437000000.0,17930000000.0
GOOGL,2021-06-30,Technology,High Growth,Low Risk,61880000000.0,19361000000.0,18525000000.0
GOOGL,2021-09-30,Technology,Moderate Growth,Low Risk,65118000000.0,21031000000.0,18936000000.0
GOOGL,2021-12-31,Technology,High Growth,Low Risk,257637000000.0,78714000000.0,76033000000.0
GOOGL,2022-03-31,Technology,Stable,Low Risk,68011000000.0,20094000000.0,16436000000.0
GOOGL,2022-06-30,Technology,Moderate Growth,Low Risk,69685000000.0,19453000000.0,16002000000.0
GOOGL,2022-09-30,Technology,Stable,Low Risk,69092000000.0,17135000000.0,13910000000.0
GOOGL,2022-12-31,Technology,High Growth,Low Risk,282836000000.0,74842000000.0,59972000000.0
GOOGL,2023-03-31,Technology,Stable,Low Risk,69787000000.0,17415000000.0,15051000000.0
GOOGL,2023-06-30,Technology,Moderate Growth,Low Risk,74604000000.0,21838000000.0,18368000000.0
GOOGL,2023-09-30,Technology,Moderate Growth,Low Risk,76693000000.0,21343000000.0,19689000000.0
GOOGL,2023-12-31,Technology,High Growth,Low Risk,307394000000.0,84293000000.0,73795000000.0
GOOGL,2024-03-31,Technology,Stable,Low Risk,80539000000.0,25472000000.0,23662000000.0
GOOGL,2024-06-30,Technology,Moderate Growth,Low Risk,84742000000.0,27425000000.0,23619000000.0
GOOGL,2024-09-30,Technology,Moderate Growth,Low Risk,88268000000.0,28521000000.0,26301000000.0
GOOGL,2024-12-31,Technology,High Growth,Low Risk,350018000000.0,112390000000.0,100118000000.0
GOOGL,2025-03-31,Technology,Stable,Low Risk,90234000000.0,30606000000.0,34540000000.0
GOOGL,2025-06-30,Technology,Moderate Growth,Low Risk,96428000000.0,31271000000.0,28196000000.0
GOOGL,2025-09-30,Technology,Moderate Growth,Low Risk,102346000000.0,31228000000.0,34979000000.0
GOOGL,2025-12-31,Technology,High Growth,Low Risk,402963000000.0,129166000000.0,132170000000.0
