ticker,date,sector,category,risk_level,revenue,operating_income,net_income
GOOGL,2014-12-31,Technology,High Growth,Low Risk,66001000000.0,16496000000.0,14136000000.0
GOOGL,2015-12-31,Technology,High Growth,Low Risk,74989000000.0,19360000000.0,16348000000.0
GOOGL,2016-12-31,Technology,High Growth,Low Risk,90272000000.0,23716000000.0,19478000000.0
GOOGL,2017-12-31,Technology,High Growth,Low Risk,110855000000.0,26178000000.0,12662000000.0
GOOGL,2018-12-31,Technology,High Growth,Low Risk,136819000000.0,27524000000.0,30736000000.0
GOOGL,2019-12-31,Technology,High Growth,Low Risk,161857000000.0,34231000000.0,34343000000.0
GOOGL,2020-12-31,Technology,High Growth,Low Risk,182527000000.0,41224000000.0,40269000000.0
GOOGL,2021-12-31,Technology,High Growth,Low Risk,257637000000.0,78714000000.0,76033000000.0
GOOGL,2022-12-31,Technology,Moderate Growth,Low Risk,282836000000.0,74842000000.0,59972000000.0
GOOGL,2023-12-31,Technology,Moderate Growth,Low Risk,307394000000.0,84293000000.0,73795000000.0
GOOGL,2024-12-31,Technology,High Growth,Low Risk,350018000000.0,112390000000.0,100118000000.0
GOOGL,2025-12-31,Technology,High Growth,Low Risk,402963000000.0,129166000000.0,132170000000.0
MSFT,2006-06-30,Technology,Unknown,Medium Risk,44282000000.0,16472000000.0,12599000000.0
MSFT,2007-06-30,Technology,High Growth,Medium Risk,51122000000.0,18438000000.0,14065000000.0
MSFT,2008-06-30,Technology,High Growth,Medium Risk,60420000000.0,22271000000.0,17681000000.0
MSFT,2009-06-30,Technology,Stable,Medium Risk,58437000000.0,20363000000.0,14569000000.0
MSFT,2010-06-30,Technology,Moderate Growth,Medium Risk,62484000000.0,24098000000.0,18760000000.0
MSFT,2011-06-30,Technology,High Growth,Medium Risk,69943000000.0,27161000000.0,23150000000.0
MSFT,2012-06-30,Technology,Moderate Growth,Medium Risk,73723000000.0,21763000000.0,16978000000.0
MSFT,2013-06-30,Technology,Moderate Growth,Medium Risk,77849000000.0,26764000000.0,21863000000.0
MSFT,2014-06-30,Technology,High Growth,Medium Risk,86833000000.0,27759000000.0,22074000000.0
MSFT,2015-06-30,Technology,Moderate Growth,Medium Risk,93580000000.0,18161000000.0,12193000000.0
MSFT,2016-06-30,Technology,Stable,Medium Risk,91154000000.0,26078000000.0,20539000000.0
MSFT,2017-06-30,Technology,Moderate Growth,Medium Risk,96571000000.0,29025000000.0,25489000000.0
MSFT,2018-06-30,Technology,High Growth,Medium Risk,110360000000.0,35058000000.0,16571000000.0
MSFT,2019-06-30,Technology,High Growth,Medium Risk,125843000000.0,42959000000.0,39240000000.0
MSFT,2020-06-30,Technology,High Growth,Medium Risk,143015000000.0,52959000000.0,44281000000.0
MSFT,2021-06-30,Technology,High Growth,Medium Risk,168088000000.0,69916000000.0,61271000000.0
MSFT,2022-06-30,Technology,High Growth,Medium Risk,198270000000.0,83383000000.0,72738000000.0
MSFT,2023-06-30,Technology,Moderate Growth,Medium Risk,211915000000.0,88523000000.0,72361000000.0
MSFT,2024-06-30,Technology,High Growth,Medium Risk,245122000000.0,109433000000.0,88136000000.0
MSFT,2025-06-30,Technology,High Growth,Medium Risk,281724000000.0,128528000000.0,101832000000.0
